['win', [[['10', 'C'], ['13', 'C']]], 'Flush']
['win', [[['01', 'D'], ['09', 'H']]], 'Pair']
['win', [[['07', 'S'], ['13', 'C']]], 'Full House']
['win', [[['10', 'D'], ['02', 'C']]], '2 Pairs']
['win', [[['10', 'D'], ['13', 'D']]], 'Pair']
['win', [[['06', 'S'], ['04', 'S']]], '2 Pairs']
['win', [[['10', 'S'], ['06', 'S']]], 'Flush']
['win', [[['12', 'H'], ['11', 'H']]], 'Flush']
['win', [[['01', 'S'], ['02', 'H']]], '2 Pairs']
['win', [[['01', 'H'], ['07', 'S']]], 'Full House']
['win', [[['13', 'H'], ['06', 'C']]], '2 Pairs']
['win', [[['01', 'S'], ['06', 'S']]], 'Full House']
['draw', [[['05', 'C'], ['04', 'S']], [['05', 'S'], ['08', 'H']], [['07', 'H'], ['03', 'S']]], 'Straight']
['win', [[['06', 'D'], ['13', 'H']]], 'Straight']
['win', [[['01', 'H'], ['13', 'S']]], 'Pair']
['win', [[['10', 'C'], ['05', 'C']]], 'Pair']
['win', [[['13', 'D'], ['11', 'C']]], 'Pair']
['win', [[['13', 'C'], ['10', 'S']]], 'Pair']
['win', [[['01', 'C'], ['05', 'S']]], '2 Pairs']
['win', [[['12', 'D'], ['11', 'C']]], 'Pair']
['win', [[['02', 'S'], ['12', 'D']]], '2 Pairs']
['win', [[['13', 'S'], ['09', 'C']]], '2 Pairs']
['win', [[['14', 'D'], ['06', 'C']]], 'Straight']
['win', [[['07', 'S'], ['11', 'S']]], 'Flush']
['win', [[['09', 'D'], ['13', 'H']]], 'Pair']
['draw', [[['07', 'D'], ['01', 'D']], [['09', 'D'], ['04', 'D']], [['10', 'C'], ['01', 'S']]], 'Full House']
['win', [[['08', 'D'], ['08', 'H']]], 'Full House']
['win', [[['07', 'C'], ['08', 'C']]], 'Pair']
['win', [[['12', 'C'], ['13', 'C']]], '2 Pairs']
['win', [[['06', 'H'], ['12', 'D']]], 'Straight']
['win', [[['10', 'C'], ['06', 'S']]], 'Pair']
['win', [[['09', 'H'], ['10', 'D']]], 'Flush']
['win', [[['13', 'C'], ['06', 'H']]], '2 Pairs']
['win', [[['07', 'D'], ['11', 'D']]], '3 of a Kind']
['win', [[['06', 'H'], ['04', 'S']]], '2 Pairs']
['win', [[['10', 'D'], ['09', 'H']]], 'Pair']
['win', [[['04', 'D'], ['04', 'H']]], 'Pair']
['win', [[['10', 'H'], ['05', 'C']]], '2 Pairs']
['win', [[['06', 'H'], ['02', 'D']]], '2 Pairs']
['win', [[['03', 'S'], ['03', 'H']]], '3 of a Kind']
['win', [[['12', 'D'], ['05', 'D']]], 'Pair']
['win', [[['10', 'H'], ['06', 'C']]], 'Pair']
['win', [[['07', 'C'], ['13', 'C']]], 'Straight']
['win', [[['11', 'C'], ['01', 'D']]], 'Pair']
['win', [[['08', 'S'], ['11', 'C']]], 'Pair']
['win', [[['08', 'H'], ['02', 'C']]], 'Straight']
['win', [[['04', 'S'], ['05', 'S']]], 'Flush']
['win', [[['05', 'S'], ['07', 'S']]], 'Straight']
['win', [[['06', 'H'], ['06', 'S']]], 'Full House']
['win', [[['02', 'D'], ['10', 'S']]], '2 Pairs']
['win', [[['13', 'D'], ['11', 'D']]], 'Straight']
['win', [[['03', 'D'], ['11', 'C']]], 'Straight']
['win', [[['04', 'S'], ['03', 'D']]], 'Straight']
['win', [[['08', 'C'], ['06', 'S']]], '2 Pairs']
['win', [[['04', 'D'], ['04', 'S']]], 'Full House']
['win', [[['10', 'C'], ['09', 'D']]], '2 Pairs']
['win', [[['06', 'C'], ['03', 'S']]], '2 Pairs']
['win', [[['13', 'S'], ['03', 'H']]], 'Pair']
['win', [[['13', 'S'], ['13', 'C']]], 'Pair']
['win', [[['10', 'S'], ['12', 'S']]], '3 of a Kind']
['win', [[['11', 'D'], ['13', 'H']]], 'Flush']
['win', [[['08', 'S'], ['13', 'D']]], 'Straight']
['win', [[['13', 'D'], ['13', 'H']]], 'Full House']
['win', [[['05', 'S'], ['09', 'C']]], 'Full House']
['win', [[['10', 'H'], ['09', 'H']]], 'Straight']
['win', [[['13', 'H'], ['10', 'H']]], 'Straight']
['win', [[['02', 'C'], ['13', 'C']]], '2 Pairs']
['win', [[['06', 'S'], ['05', 'D']]], '2 Pairs']
['win', [[['12', 'S'], ['10', 'S']]], 'Pair']
['win', [[['02', 'D'], ['11', 'S']]], 'Full House']
['win', [[['13', 'S'], ['10', 'S']]], 'Pair']
['win', [[['07', 'H'], ['06', 'H']]], '2 Pairs']
['win', [[['11', 'D'], ['10', 'H']]], '3 of a Kind']
['win', [[['11', 'D'], ['09', 'S']]], '2 Pairs']
['win', [[['11', 'D'], ['10', 'S']]], 'Pair']
['win', [[['05', 'D'], ['05', 'H']]], '2 Pairs']
['win', [[['13', 'C'], ['01', 'C']]], 'Flush']
['win', [[['04', 'C'], ['02', 'H']]], 'Full House']
['win', [[['09', 'D'], ['05', 'C']]], 'Straight']
['win', [[['08', 'H'], ['08', 'S']]], 'Full House']
['win', [[['13', 'S'], ['13', 'C']]], 'Pair']
['win', [[['04', 'H'], ['03', 'H']]], '3 of a Kind']
['win', [[['05', 'H'], ['01', 'D']]], '2 Pairs']
['win', [[['03', 'D'], ['14', 'H']]], 'Straight']
['win', [[['04', 'S'], ['10', 'S']]], '2 Pairs']
['win', [[['03', 'H'], ['05', 'C']]], '3 of a Kind']
['win', [[['11', 'C'], ['14', 'S']]], 'Straight']
['win', [[['02', 'S'], ['13', 'S']]], 'Pair']
['win', [[['12', 'S'], ['03', 'S']]], 'Pair']
['win', [[['07', 'S'], ['07', 'D']]], 'Full House']
['win', [[['12', 'C'], ['02', 'C']]], '3 of a Kind']
['win', [[['06', 'S'], ['04', 'H']]], 'Flush']
['win', [[['08', 'D'], ['09', 'D']]], 'Straight']
['win', [[['02', 'D'], ['02', 'H']]], '2 Pairs']
['win', [[['07', 'S'], ['11', 'H']]], 'Pair']
['win', [[['08', 'H'], ['06', 'S']]], '2 Pairs']
['draw', [[['12', 'S'], ['02', 'C']], [['05', 'S'], ['12', 'H']]], 'Pair']
['win', [[['01', 'D'], ['12', 'H']]], 'Pair']
['win', [[['05', 'C'], ['01', 'C']]], 'Pair']
['win', [[['12', 'H'], ['12', 'S']]], 'Full House']
['win', [[['08', 'H'], ['04', 'H']]], 'Straight']
['win', [[['10', 'D'], ['10', 'H']]], '2 Pairs']
['win', [[['04', 'S'], ['10', 'H']]], 'Pair']
['win', [[['08', 'C'], ['12', 'D']]], '2 Pairs']
['win', [[['02', 'S'], ['07', 'C']]], '2 Pairs']
['win', [[['09', 'S'], ['09', 'C']]], '2 Pairs']
['win', [[['03', 'C'], ['08', 'H']]], '2 Pairs']
['win', [[['11', 'S'], ['04', 'H']]], '2 Pairs']
['win', [[['04', 'H'], ['10', 'S']]], 'Pair']
['win', [[['05', 'S'], ['01', 'S']]], 'Full House']
['win', [[['03', 'S'], ['02', 'S']]], 'Flush']
['win', [[['03', 'D'], ['07', 'H']]], 'Straight']
['win', [[['09', 'C'], ['01', 'H']]], '2 Pairs']
['win', [[['12', 'S'], ['12', 'D']]], 'Full House']
['win', [[['11', 'H'], ['04', 'H']]], '2 Pairs']
['win', [[['05', 'D'], ['09', 'H']]], 'Full House']
['win', [[['06', 'S'], ['02', 'S']]], '2 Pairs']
['win', [[['03', 'S'], ['10', 'C']]], 'Full House']
['win', [[['06', 'D'], ['09', 'D']]], 'Pair']
['win', [[['03', 'S'], ['10', 'S']]], 'Pair']
['win', [[['10', 'D'], ['09', 'D']]], 'Flush']
['win', [[['05', 'S'], ['08', 'S']]], '3 of a Kind']
['win', [[['06', 'S'], ['09', 'S']]], 'Flush']
['win', [[['12', 'C'], ['08', 'H']]], '2 Pairs']
['win', [[['11', 'C'], ['04', 'D']]], '2 Pairs']
['win', [[['13', 'C'], ['03', 'C']]], 'Pair']
['win', [[['12', 'H'], ['06', 'D']]], '2 Pairs']
['win', [[['13', 'S'], ['07', 'H']]], 'Pair']
['win', [[['01', 'S'], ['13', 'C']]], '2 Pairs']
['win', [[['12', 'D'], ['07', 'H']]], '2 Pairs']
['win', [[['06', 'D'], ['06', 'H']]], 'Straight']
['win', [[['09', 'C'], ['12', 'H']]], '2 Pairs']
['win', [[['02', 'D'], ['06', 'C']]], '2 Pairs']
['win', [[['09', 'H'], ['03', 'C']]], 'Pair']
['win', [[['02', 'D'], ['08', 'C']]], 'Straight']
['win', [[['03', 'D'], ['13', 'D']]], 'Full House']
['win', [[['07', 'S'], ['09', 'S']]], '2 Pairs']
['win', [[['13', 'H'], ['09', 'D']]], '2 Pairs']
['win', [[['06', 'D'], ['12', 'S']]], '2 Pairs']
['win', [[['03', 'D'], ['10', 'S']]], 'Straight']
['win', [[['12', 'S'], ['06', 'S']]], 'Flush']
['win', [[['10', 'C'], ['02', 'H']]], '2 Pairs']
['win', [[['13', 'D'], ['10', 'S']]], 'Pair']
['win', [[['10', 'H'], ['10', 'C']]], '2 Pairs']
['win', [[['11', 'C'], ['13', 'C']]], 'Straight']
['win', [[['12', 'D'], ['10', 'S']]], 'Flush']
['win', [[['10', 'C'], ['09', 'C']]], '3 of a Kind']
['win', [[['06', 'D'], ['13', 'S']]], '2 Pairs']
['win', [[['13', 'C'], ['08', 'H']]], 'Straight']
['win', [[['01', 'C'], ['04', 'C']]], '2 Pairs']
['win', [[['11', 'C'], ['07', 'D']]], '2 Pairs']
['win', [[['11', 'D'], ['13', 'H']]], 'Pair']
['win', [[['09', 'S'], ['11', 'H']]], 'Pair']
['win', [[['05', 'H'], ['11', 'C']]], 'Pair']
['win', [[['10', 'D'], ['04', 'C']]], 'Full House']
['win', [[['09', 'H'], ['12', 'H']]], '2 Pairs']
['win', [[['04', 'H'], ['10', 'H']]], '2 Pairs']
['win', [[['03', 'D'], ['01', 'D']]], 'Flush']
['win', [[['12', 'S'], ['11', 'C']]], 'Pair']
['win', [[['10', 'C'], ['04', 'D']]], '2 Pairs']
['win', [[['11', 'S'], ['03', 'C']]], 'Full House']
['win', [[['02', 'H'], ['13', 'D']]], '3 of a Kind']
['win', [[['01', 'D'], ['11', 'D']]], 'Flush']
['win', [[['03', 'C'], ['09', 'D']]], 'Pair']
['win', [[['01', 'C'], ['12', 'D']]], '2 Pairs']
['win', [[['08', 'C'], ['13', 'C']]], 'Flush']
['win', [[['03', 'S'], ['08', 'D']]], 'Straight']
['win', [[['11', 'C'], ['12', 'S']]], 'Pair']
['win', [[['08', 'S'], ['08', 'D']]], 'Full House']
['win', [[['03', 'C'], ['07', 'H']]], '2 Pairs']
['win', [[['11', 'S'], ['02', 'S']]], 'Pair']
['win', [[['12', 'D'], ['10', 'C']]], 'Straight']
['win', [[['05', 'C'], ['06', 'H']]], 'Pair']
['win', [[['10', 'H'], ['08', 'C']]], 'Straight']
['win', [[['10', 'D'], ['08', 'S']]], 'Pair']
['win', [[['01', 'C'], ['07', 'H']]], 'Pair']
['win', [[['05', 'C'], ['07', 'C']]], 'Pair']
['win', [[['13', 'H'], ['11', 'S']]], 'Full House']
['win', [[['13', 'D'], ['08', 'S']]], 'Pair']
['win', [[['11', 'S'], ['14', 'D']]], 'Straight']
['win', [[['12', 'D'], ['06', 'C']]], 'Full House']
['win', [[['09', 'D'], ['10', 'S']]], 'Pair']
['win', [[['02', 'S'], ['09', 'C']]], 'Straight']
['win', [[['08', 'S'], ['07', 'C']]], 'Straight']
['win', [[['09', 'D'], ['11', 'D']]], 'Pair']
['win', [[['02', 'D'], ['03', 'S']]], '2 Pairs']
['win', [[['10', 'D'], ['13', 'H']]], '2 Pairs']
['win', [[['13', 'S'], ['03', 'S']]], 'Pair']
['win', [[['12', 'C'], ['11', 'C']]], 'Pair']
['win', [[['08', 'S'], ['12', 'D']]], '2 Pairs']
['win', [[['12', 'H'], ['07', 'C']]], '2 Pairs']
['win', [[['13', 'D'], ['13', 'C']]], 'Pair']
['win', [[['14', 'C'], ['13', 'D']]], 'Straight']
['win', [[['13', 'H'], ['12', 'D']]], '2 Pairs']
['win', [[['01', 'H'], ['03', 'H']]], '2 Pairs']
['win', [[['10', 'C'], ['02', 'C']]], 'Full House']
['win', [[['08', 'D'], ['07', 'H']]], 'Straight']
['win', [[['09', 'S'], ['11', 'C']]], 'Straight']
['win', [[['14', 'S'], ['04', 'S']]], '2 Pairs']
['win', [[['10', 'S'], ['10', 'C']]], 'Full House']
['win', [[['12', 'C'], ['12', 'D']]], 'Full House']
['win', [[['01', 'H'], ['11', 'D']]], 'Full House']
['win', [[['10', 'S'], ['07', 'C']]], '2 Pairs']
['win', [[['06', 'H'], ['13', 'H']]], 'Flush']
['win', [[['09', 'S'], ['11', 'C']]], 'Pair']
['win', [[['13', 'S'], ['05', 'S']]], 'Full House']
['win', [[['07', 'H'], ['03', 'C']]], '2 Pairs']
['win', [[['10', 'S'], ['13', 'H']]], '2 Pairs']
['win', [[['06', 'S'], ['05', 'C']]], 'Straight']
['win', [[['10', 'D'], ['10', 'S']]], '3 of a Kind']
['win', [[['02', 'C'], ['13', 'H']]], '2 Pairs']
['win', [[['04', 'S'], ['11', 'D']]], 'Pair']
['win', [[['10', 'H'], ['07', 'C']]], '2 Pairs']
['win', [[['02', 'D'], ['10', 'H']]], '3 of a Kind']
['win', [[['12', 'D'], ['08', 'D']]], 'Straight']
['win', [[['09', 'C'], ['07', 'S']]], 'Straight']
['win', [[['13', 'S'], ['10', 'C']]], 'Pair']
['win', [[['01', 'S'], ['08', 'H']]], 'Pair']
['win', [[['06', 'H'], ['13', 'H']]], 'Flush']
['win', [[['13', 'H'], ['06', 'H']]], 'Pair']
['win', [[['06', 'C'], ['09', 'D']]], 'Pair']
['win', [[['05', 'S'], ['13', 'D']]], '2 Pairs']
['win', [[['10', 'C'], ['12', 'S']]], 'Pair']
['win', [[['10', 'C'], ['09', 'D']]], '2 Pairs']
['win', [[['08', 'S'], ['13', 'H']]], '2 Pairs']
['win', [[['04', 'H'], ['01', 'D']]], '3 of a Kind']
['win', [[['01', 'C'], ['01', 'D']]], 'Full House']
['win', [[['01', 'H'], ['11', 'D']]], 'Full House']
['win', [[['13', 'S'], ['05', 'D']]], 'Full House']
['win', [[['10', 'D'], ['06', 'C']]], 'Pair']
['win', [[['05', 'H'], ['01', 'S']]], 'Full House']
['win', [[['10', 'H'], ['04', 'D']]], '3 of a Kind']
['win', [[['13', 'S'], ['04', 'C']]], 'Pair']
['win', [[['09', 'H'], ['10', 'H']]], '2 Pairs']
['win', [[['04', 'C'], ['06', 'D']]], 'Straight']
['win', [[['05', 'C'], ['12', 'S']]], 'Straight']
['win', [[['13', 'H'], ['05', 'D']]], 'Pair']
['draw', [[['09', 'C'], ['07', 'D']], [['09', 'D'], ['06', 'S']]], 'Straight']
['draw', [[['10', 'C'], ['02', 'H']], [['14', 'C'], ['10', 'H']]], 'Straight']
['win', [[['09', 'C'], ['09', 'H']]], 'Pair']
['win', [[['09', 'C'], ['11', 'S']]], 'Flush']
['win', [[['05', 'S'], ['03', 'C']]], '3 of a Kind']
['win', [[['08', 'S'], ['08', 'C']]], '2 Pairs']
['win', [[['10', 'C'], ['11', 'C']]], 'Flush']
['win', [[['08', 'S'], ['10', 'H']]], 'Pair']
['win', [[['04', 'H'], ['09', 'C']]], '2 Pairs']
['win', [[['06', 'C'], ['07', 'C']]], '3 of a Kind']
['win', [[['13', 'C'], ['03', 'H']]], '2 Pairs']
['win', [[['12', 'S'], ['09', 'H']]], 'Pair']
['win', [[['02', 'S'], ['04', 'C']]], '3 of a Kind']
['win', [[['12', 'H'], ['01', 'S']]], 'Full House']
['win', [[['08', 'S'], ['11', 'D']]], 'Pair']
['win', [[['11', 'S'], ['12', 'D']]], 'Pair']
['win', [[['06', 'H'], ['08', 'H']]], 'Straight']
['win', [[['10', 'H'], ['10', 'S']]], '2 Pairs']
['win', [[['06', 'S'], ['03', 'H']]], '2 Pairs']
['win', [[['09', 'H'], ['04', 'H']]], 'Flush']
['win', [[['08', 'S'], ['07', 'D']]], 'Pair']
['win', [[['06', 'H'], ['09', 'S']]], 'Straight']
['win', [[['08', 'D'], ['03', 'C']]], 'Pair']
['win', [[['12', 'C'], ['13', 'H']]], 'Full House']
['win', [[['09', 'C'], ['12', 'D']]], 'Full House']
['win', [[['13', 'H'], ['12', 'H']]], 'Pair']
['win', [[['13', 'C'], ['04', 'C']]], '2 Pairs']
['win', [[['06', 'D'], ['09', 'D']]], 'Straight']
['win', [[['07', 'H'], ['13', 'H']]], 'Full House']
['win', [[['05', 'D'], ['05', 'C']]], 'Full House']
['win', [[['13', 'C'], ['04', 'D']]], '2 Pairs']
['win', [[['08', 'D'], ['12', 'S']]], 'Straight']
['win', [[['06', 'C'], ['10', 'D']]], 'Straight']
['win', [[['10', 'D'], ['11', 'C']]], 'Straight']
['win', [[['07', 'H'], ['08', 'H']]], '3 of a Kind']
['win', [[['12', 'C'], ['12', 'H']]], '2 Pairs']
['win', [[['07', 'H'], ['13', 'C']]], 'Pair']
['win', [[['12', 'S'], ['02', 'S']]], '2 Pairs']
['win', [[['11', 'H'], ['08', 'D']]], 'Pair']
['win', [[['12', 'C'], ['12', 'H']]], '3 of a Kind']
['win', [[['03', 'C'], ['11', 'H']]], '2 Pairs']
['win', [[['13', 'C'], ['05', 'S']]], '2 Pairs']
['win', [[['03', 'S'], ['13', 'C']]], 'Flush']
['win', [[['01', 'H'], ['12', 'H']]], '3 of a Kind']
['win', [[['03', 'C'], ['11', 'C']]], '3 of a Kind']
['win', [[['07', 'S'], ['02', 'H']]], '2 Pairs']
['win', [[['05', 'S'], ['09', 'C']]], '3 of a Kind']
['win', [[['11', 'H'], ['08', 'S']]], '2 Pairs']
['win', [[['02', 'H'], ['02', 'S']]], '3 of a Kind']
['win', [[['11', 'C'], ['11', 'D']]], 'Flush']
['win', [[['10', 'D'], ['02', 'S']]], '2 Pairs']
['win', [[['02', 'H'], ['13', 'S']]], '2 Pairs']
['win', [[['04', 'D'], ['06', 'C']]], '3 of a Kind']
['win', [[['08', 'D'], ['09', 'D']]], 'Pair']
['win', [[['09', 'C'], ['14', 'H']]], 'Straight']
['win', [[['05', 'C'], ['05', 'H']]], 'Full House']
['win', [[['05', 'S'], ['03', 'C']]], '2 Pairs']
['win', [[['10', 'D'], ['11', 'C']]], 'Full House']
['win', [[['02', 'D'], ['11', 'D']]], 'Pair']
['win', [[['11', 'S'], ['08', 'D']]], '3 of a Kind']
['win', [[['06', 'C'], ['03', 'C']]], '2 Pairs']
['win', [[['09', 'C'], ['10', 'S']]], '2 Pairs']
['win', [[['10', 'S'], ['10', 'C']]], '2 Pairs']
['win', [[['04', 'H'], ['02', 'S']]], '2 Pairs']
['win', [[['02', 'D'], ['08', 'D']]], 'Flush']
['win', [[['01', 'C'], ['12', 'C']]], '3 of a Kind']
['win', [[['04', 'D'], ['13', 'C']]], '2 Pairs']
['win', [[['07', 'S'], ['08', 'S']]], 'Pair']
['win', [[['08', 'D'], ['07', 'D']]], 'Flush']
['win', [[['04', 'C'], ['05', 'S']]], '2 Pairs']
['win', [[['12', 'D'], ['12', 'S']]], '2 Pairs']
['win', [[['13', 'H'], ['12', 'D']]], 'Flush']
['win', [[['11', 'D'], ['02', 'D']]], '2 Pairs']
['win', [[['10', 'S'], ['06', 'H']]], '2 Pairs']
['win', [[['10', 'S'], ['08', 'C']]], 'Straight']
['win', [[['04', 'H'], ['08', 'D']]], '2 Pairs']
['win', [[['11', 'H'], ['10', 'D']]], '2 Pairs']
['win', [[['13', 'C'], ['10', 'S']]], 'Pair']
['win', [[['09', 'D'], ['03', 'D']]], 'Full House']
['win', [[['13', 'D'], ['01', 'C']]], 'Pair']
['win', [[['06', 'H'], ['09', 'S']]], 'Straight']
['win', [[['04', 'C'], ['12', 'D']]], 'Flush']
['win', [[['11', 'D'], ['11', 'C']]], '2 Pairs']
['win', [[['11', 'H'], ['02', 'H']]], 'Straight']
['win', [[['12', 'C'], ['05', 'C']]], '2 Pairs']
['win', [[['02', 'H'], ['07', 'S']]], 'Pair']
['win', [[['09', 'C'], ['07', 'D']]], '2 Pairs']
['win', [[['04', 'S'], ['04', 'D']]], '3 of a Kind']
['win', [[['12', 'S'], ['05', 'C']]], 'Flush']
['win', [[['09', 'S'], ['10', 'H']]], '2 Pairs']
['win', [[['01', 'D'], ['11', 'D']]], 'Pair']
['win', [[['03', 'H'], ['10', 'H']]], 'Flush']
['win', [[['09', 'C'], ['10', 'S']]], '2 Pairs']
['win', [[['10', 'S'], ['11', 'H']]], '2 Pairs']
['win', [[['12', 'D'], ['11', 'D']]], '3 of a Kind']
['win', [[['05', 'S'], ['10', 'H']]], '2 Pairs']
['win', [[['02', 'D'], ['12', 'H']]], '2 Pairs']
['win', [[['06', 'D'], ['08', 'D']]], 'Straight']
['win', [[['04', 'D'], ['03', 'C']]], 'Flush']
['win', [[['12', 'C'], ['13', 'H']]], 'Flush']
['win', [[['09', 'C'], ['07', 'H']]], '2 Pairs']
['win', [[['03', 'C'], ['03', 'D']]], '3 of a Kind']
['win', [[['03', 'C'], ['10', 'C']]], 'Flush']
['win', [[['04', 'C'], ['06', 'S']]], '2 Pairs']
['win', [[['13', 'C'], ['08', 'S']]], '2 Pairs']
['win', [[['10', 'H'], ['13', 'C']]], 'Pair']
['win', [[['08', 'D'], ['09', 'C']]], 'Straight']
['win', [[['05', 'D'], ['11', 'C']]], '2 Pairs']
['win', [[['09', 'H'], ['06', 'H']]], '2 Pairs']
['win', [[['13', 'D'], ['13', 'S']]], 'Pair']
['win', [[['12', 'H'], ['07', 'D']]], 'Pair']
['win', [[['11', 'C'], ['05', 'D']]], '2 Pairs']
['win', [[['12', 'S'], ['01', 'D']]], '2 Pairs']
['win', [[['04', 'S'], ['03', 'D']]], '2 Pairs']
['win', [[['11', 'C'], ['03', 'H']]], 'Full House']
['win', [[['08', 'D'], ['07', 'C']]], 'Straight']
['win', [[['12', 'C'], ['06', 'D']]], 'High Card']
['win', [[['02', 'H'], ['10', 'S']]], '2 Pairs']
['win', [[['07', 'D'], ['10', 'C']]], 'Full House']
['win', [[['08', 'D'], ['13', 'H']]], '3 of a Kind']
['win', [[['13', 'H'], ['05', 'C']]], 'Pair']
['win', [[['12', 'S'], ['12', 'C']]], '2 Pairs']
['win', [[['07', 'D'], ['01', 'D']]], 'Pair']
['win', [[['06', 'C'], ['08', 'D']]], 'Pair']
['win', [[['09', 'D'], ['09', 'H']]], '3 of a Kind']
['win', [[['07', 'C'], ['09', 'H']]], 'Straight']
['win', [[['07', 'S'], ['07', 'D']]], '3 of a Kind']
['win', [[['13', 'S'], ['01', 'C']]], 'Full House']
['win', [[['06', 'D'], ['07', 'S']]], 'Flush']
['win', [[['08', 'D'], ['02', 'C']]], '2 Pairs']
['win', [[['06', 'H'], ['06', 'D']]], 'Flush']
['win', [[['08', 'H'], ['13', 'S']]], '2 Pairs']
['win', [[['06', 'S'], ['04', 'S']]], '2 Pairs']
['win', [[['10', 'H'], ['09', 'D']]], '2 Pairs']
['win', [[['02', 'C'], ['06', 'D']]], '2 Pairs']
['win', [[['09', 'S'], ['04', 'C']]], 'Straight']
['win', [[['06', 'S'], ['11', 'C']]], 'Pair']
['win', [[['06', 'D'], ['09', 'D']]], '2 Pairs']
['win', [[['12', 'D'], ['09', 'D']]], 'Flush']
['win', [[['13', 'C'], ['02', 'D']]], '2 Pairs']
['win', [[['07', 'H'], ['09', 'H']]], 'Straight']
['win', [[['04', 'C'], ['05', 'C']]], '2 Pairs']
['win', [[['12', 'H'], ['13', 'S']]], '2 Pairs']
['win', [[['11', 'H'], ['11', 'D']]], '2 Pairs']
['win', [[['02', 'S'], ['13', 'C']]], '3 of a Kind']
['win', [[['08', 'C'], ['02', 'H']]], '2 Pairs']
['win', [[['10', 'H'], ['13', 'H']]], 'Pair']
['win', [[['09', 'C'], ['08', 'H']]], 'Flush']
['win', [[['13', 'D'], ['11', 'S']]], 'Straight']
['win', [[['08', 'S'], ['04', 'H']]], '2 Pairs']
['win', [[['13', 'S'], ['03', 'C']]], '3 of a Kind']
['win', [[['09', 'S'], ['12', 'H']]], 'Pair']
['win', [[['01', 'S'], ['02', 'S']]], '2 Pairs']
['win', [[['03', 'S'], ['10', 'S']]], '2 Pairs']
['win', [[['11', 'D'], ['09', 'C']]], 'Full House']
['win', [[['01', 'S'], ['05', 'C']]], '2 Pairs']
['win', [[['01', 'C'], ['09', 'H']]], '2 Pairs']
['win', [[['05', 'D'], ['05', 'C']]], '2 Pairs']
['win', [[['13', 'S'], ['08', 'D']]], '2 Pairs']
['win', [[['06', 'H'], ['02', 'S']]], 'Pair']
['win', [[['13', 'D'], ['13', 'S']]], 'Pair']
['win', [[['02', 'C'], ['06', 'C']]], '2 Pairs']
['win', [[['10', 'S'], ['07', 'D']]], 'Straight']
['win', [[['13', 'H'], ['09', 'C']]], 'Pair']
['draw', [[['14', 'D'], ['10', 'D']], [['02', 'C'], ['10', 'S']]], 'Straight']
['win', [[['04', 'H'], ['10', 'S']]], '3 of a Kind']
['win', [[['06', 'D'], ['07', 'D']]], '3 of a Kind']
['win', [[['09', 'S'], ['12', 'S']]], 'Flush']
['win', [[['12', 'S'], ['08', 'S']]], '2 Pairs']
['win', [[['10', 'H'], ['05', 'D']]], 'Pair']
['win', [[['13', 'H'], ['11', 'D']]], '2 Pairs']
['win', [[['04', 'H'], ['12', 'C']]], '2 Pairs']
['win', [[['07', 'C'], ['04', 'C']]], 'Flush']
['win', [[['08', 'C'], ['08', 'S']]], 'Pair']
['win', [[['04', 'S'], ['12', 'D']]], 'Pair']
['win', [[['05', 'D'], ['06', 'C']]], '3 of a Kind']
['win', [[['11', 'C'], ['04', 'H']]], '2 Pairs']
['win', [[['12', 'S'], ['12', 'D']]], '3 of a Kind']
['win', [[['11', 'D'], ['12', 'D']]], 'Pair']
['win', [[['05', 'C'], ['13', 'D']]], 'Straight']
['win', [[['07', 'H'], ['07', 'D']]], '2 Pairs']
['win', [[['02', 'C'], ['06', 'H']]], 'Full House']
['draw', [[['01', 'C'], ['05', 'D']], [['01', 'H'], ['05', 'H']]], '3 of a Kind']
['win', [[['11', 'D'], ['02', 'H']]], '3 of a Kind']
['win', [[['10', 'D'], ['01', 'D']]], '2 Pairs']
['win', [[['11', 'D'], ['09', 'C']]], 'Pair']
['win', [[['02', 'S'], ['09', 'S']]], '2 Pairs']
['win', [[['10', 'D'], ['11', 'C']]], 'Straight']
['win', [[['11', 'H'], ['09', 'D']]], '2 Pairs']
['win', [[['03', 'C'], ['08', 'S']]], 'Pair']
['win', [[['10', 'S'], ['01', 'D']]], '2 Pairs']
['win', [[['11', 'S'], ['12', 'S']]], 'Pair']
['win', [[['09', 'C'], ['12', 'C']]], 'Pair']
['win', [[['13', 'D'], ['05', 'H']]], '2 Pairs']
['win', [[['10', 'D'], ['12', 'C']]], 'Pair']
['win', [[['09', 'C'], ['13', 'H']]], '2 Pairs']
['win', [[['03', 'H'], ['02', 'C']]], '3 of a Kind']
['win', [[['02', 'C'], ['04', 'C']]], '3 of a Kind']
['win', [[['09', 'H'], ['13', 'H']]], '2 Pairs']
['win', [[['07', 'S'], ['12', 'S']]], 'Flush']
['win', [[['02', 'D'], ['08', 'H']]], '2 Pairs']
['win', [[['05', 'H'], ['10', 'C']]], '2 Pairs']
['win', [[['10', 'D'], ['03', 'S']]], '2 Pairs']
['win', [[['07', 'C'], ['13', 'C']]], 'Full House']
['win', [[['12', 'S'], ['08', 'H']]], 'Pair']
['win', [[['12', 'C'], ['03', 'C']]], 'Pair']
['win', [[['09', 'C'], ['07', 'H']]], '2 Pairs']
['win', [[['04', 'S'], ['02', 'H']]], 'Pair']
['win', [[['06', 'S'], ['06', 'H']]], 'Full House']
